Ranking,Country,Region,Happiness_Score,GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Year,GDP_Growth,Inflation,Unemployment
109,Albania,Central and Eastern Europe,4.644,5.32505,0.49901,68,0.57957,0.24021,0.08586,2017,4.88935288088643,2.72506918540461,13.616
149,Guinea,Sub-Saharan Africa,3.507,1.30722,0.49128,53,0.52957,0.31598,0.23893,2017,7.51589992127235,10.3565072127234,4.86
84,Morocco,Middle East and North Africa,5.235,4.69388,0.48111,65,0.62007,0.03843,0.18902,2017,3.78371209116371,-0.0608910142931904,9.22
122,India,South Asia,4.315,4.23474,0.46839,60,0.714,0.27627,0.19863,2017,5.561185034605,3.96925793352338,7.626
110,Bangladesh,South Asia,4.608,3.13606,0.45644,63,0.72671,0.20554,0.26646,2017,5.68710307010265,5.04759758203714,4.372
80,Pakistan,South Asia,5.269,3.88549,0.41767,59,0.35733,0.37639,0.26781,2017,2.96623678403046,4.02974599325579,3.204
145,Haiti,Latin America and Caribbean,3.603,1.97037,0.39765,55,0.04614,0.58372,0.2151,2017,1.12394427912376,13.7798773975934,13.932
154,Burundi,Sub-Saharan Africa,2.905,0.48976,0.39104,52,0.091,0.24393,0.18123,2017,1.41976303921598,13.2721096543502,1.25
141,Afghanistan,South Asia,3.794,2.14606,0.36108,53,0.16131,0.37213,0.13172,2017,-0.195569548342789,2.40365618765746,11.184
125,Georgia,Commonwealth of Independent States,4.286,5.08141,0.35429,66,0.47005,0.06444,0.54203,2017,5.14582677562736,7.54674499838114,13.939
136,Malawi,Sub-Saharan Africa,3.97,1.24784,0.31825,56,0.70933,0.34265,0.1566,2017,1.22138049385239,10.5769245148986,5.046
143,Benin,Sub-Saharan Africa,3.657,2.30433,0.27028,53,0.64712,0.24813,0.13123,2017,2.67041720047298,-0.367897725119164,1.691
150,Togo,Sub-Saharan Africa,3.495,1.63273,0.26815,54,0.57794,0.23494,0.20604,2017,1.44098718199137,-0.884659427232194,3.744
155,Central African Republic,Sub-Saharan Africa,2.693,0.0,0.0,48,0.41146,0.33514,0.12183,2017,2.7861131027974,6.44370628779525,5.836
145,Afghanistan,South Asia,3.6315,2.01215,0.20121,59,0.11671,0.31964,0.07937,2018,-1.71374269254262,2.07134857783487,11.192
112,Albania,Central and Eastern Europe,4.586,5.55338,0.55534,70,0.57789,0.2497,0.07098,2018,5.28357949627288,1.45328722509015,12.304
142,Angola,Sub-Saharan Africa,3.7948,4.42773,0.44277,59,0.0,0.13198,0.13409,2018,-3.96852454312942,25.1941561527886,16.602
29,Argentina,Latin America and Caribbean,6.388,6.50476,0.65048,69,0.78637,0.10366,0.11709,2018,-3.41553683867816,42.0336689575031,9.22
129,Armenia,Commonwealth of Independent States,4.3206,4.95064,0.49506,68,0.35902,0.12894,0.06049,2018,5.56850117850011,2.78770951425761,18.966
10,Australia,North America and ANZ,7.2721,8.12558,0.81256,73,0.8924,0.60412,0.66165,2018,1.3466306507712,1.84617555303311,5.345
12,Austria,Western Europe,7.1394,8.13407,0.81341,73,0.85198,0.40499,0.48979,2018,1.98626296400239,1.81047996133594,4.933
87,Azerbaijan,Commonwealth of Independent States,5.2006,6.20973,0.62097,66,0.59332,0.05172,0.38622,2018,0.62488437469257,12.1844330031831,4.9
43,Bahrain,Middle East and North Africa,6.1051,8.11235,0.81123,68,0.82043,0.40655,0.2693,2018,1.91849572888873,4.21271352571605,1.188
115,Bangladesh,South Asia,4.5004,3.22814,0.32281,66,0.80007,0.256,0.3147,2018,6.44197494702485,5.80553876704575,4.439
73,Belarus,Commonwealth of Independent States,5.4833,6.29925,0.62993,68,0.42414,0.16898,0.3378,2018,3.36999150781449,12.1392299880648,4.763
16,Belgium,Western Europe,6.9269,8.02595,0.8026,73,0.80429,0.31467,0.52606,2018,1.41528937457539,1.71728236623039,5.941
49,Belize,Latin America and Caribbean,5.9556,4.89207,0.48921,63,0.81818,0.3055,0.19389,2018,-1.04044004654376,0.0550845795919201,9.346
136,Benin,Sub-Saharan Africa,4.1414,2.29103,0.2291,58,0.60699,0.27317,0.14625,2018,3.73701554279164,0.670447614217636,1.426
97,Bhutan,South Asia,5.0821,4.82921,0.48292,65,0.74743,0.60915,0.37381,2018,2.76296102776938,1.15086276370558,3.35
62,Bolivia,Latin America and Caribbean,5.7519,4.55479,0.45548,64,0.8361,0.23621,0.11778,2018,1.40411994190022,2.47511836027346,3.519
93,Bosnia and Herzegovina,Central and Eastern Europe,5.1294,5.54813,0.55481,70,0.38691,0.36134,0.0,2018,5.10677209046635,2.79015733966084,18.4
146,Botswana,Sub-Saharan Africa,3.5898,6.16459,0.61646,62,0.76855,0.0709,0.20189,2018,2.72071433079989,0.0566218861915786,19.665
28,Brazil,Latin America and Caribbean,6.4189,5.97856,0.59786,68,0.68113,0.18451,0.19214,2018,1.09040860420944,4.49353432783231,12.329
100,Bulgaria,Central and Eastern Europe,4.9331,6.3942,0.63942,69,0.49519,0.10746,0.02044,2018,3.74323820792699,4.23527642357686,5.211
121,Burkina Faso,Sub-Saharan Africa,4.4244,1.9021,0.19021,59,0.43015,0.29362,0.27995,2018,3.76772678322459,1.07396688968345,4.695
156,Burundi,Sub-Saharan Africa,2.9045,0.55066,0.05507,56,0.08951,0.24918,0.16621,2018,2.20950781918904,-1.53825722926607,1.147
120,Cambodia,Southeast Asia,4.4326,3.32717,0.33272,63,0.96122,0.42895,0.14208,2018,7.43177030242717,3.81658094506807,0.129
99,Cameroon,Sub-Saharan Africa,4.9753,3.24223,0.32422,57,0.62613,0.3059,0.09497,2018,1.11514946861584,1.89699162266248,3.608
7,Canada,North America and ANZ,7.3285,8.06773,0.80677,73,0.90143,0.53657,0.6366,2018,1.28092659672814,1.65111818043586,5.837
155,Central African Republic,Sub-Saharan Africa,3.083,0.14496,0.0145,53,0.42138,0.36541,0.08391,2018,1.9780319759616,-1.22411715845705,5.825
131,Chad,Sub-Saharan Africa,4.3006,2.16991,0.21699,54,0.26075,0.30259,0.13119,2018,2.24768972082788,3.86899224361679,1.135
25,Chile,Latin America and Caribbean,6.4762,6.86033,0.68603,71,0.59523,0.32976,0.13264,2018,2.14988195463914,1.59019973716229,7.623
86,China,East Asia,5.2458,5.9993,0.59993,71,0.82375,0.04795,0.22613,2018,6.25861232477357,3.46789777292169,4.31
37,Colombia,Latin America and Caribbean,6.2601,5.82411,0.58241,67,0.73353,0.16499,0.08628,2018,0.695264947238812,4.63057967327826,9.36
13,Costa Rica,Latin America and Caribbean,7.0717,6.12525,0.61252,71,0.87169,0.2398,0.22018,2018,1.69193410358987,2.19247842793764,9.01
82,Croatia,Central and Eastern Europe,5.3212,6.76097,0.6761,69,0.52503,0.20085,0.08523,2018,4.26899051902303,2.02510728020933,8.322
61,Cyprus,Middle East and North Africa,5.7625,7.45164,0.74516,73,0.58353,0.33886,0.07654,2018,5.05105337795295,1.02575360460912,8.504
3,Denmark,Western Europe,7.5553,8.1935,0.81935,72,0.9431,0.47592,0.89266,2018,1.35619600199787,0.593022199554014,5.131
83,Dominican Republic,Latin America and Caribbean,5.3018,5.953,0.5953,66,0.7982,0.20073,0.23139,2018,5.95314205477773,4.54050503974423,5.861
48,Ecuador,Latin America and Caribbean,5.9732,5.39197,0.5392,69,0.76765,0.19064,0.26294,2018,-0.674558960176682,1.81939670683758,3.53
40,El Salvador,Latin America and Caribbean,6.1668,4.8866,0.48866,67,0.63587,0.10888,0.18018,2018,2.30913946286621,1.71626308707515,4.006
63,Estonia,Western Europe,5.7392,7.27703,0.7277,69,0.76302,0.14346,0.38048,2018,3.33940936378892,4.84907461768212,5.412
127,Ethiopia,Sub-Saharan Africa,4.3502,1.86731,0.18673,62,0.62376,0.36749,0.31958,2018,3.97407545942133,12.382276100107,2.811
1,Finland,Western Europe,7.6321,7.91421,0.79142,72,0.93948,0.3207,0.85993,2018,1.05884315705418,1.98705901186365,7.361
23,France,Western Europe,6.4893,7.83956,0.78396,73,0.71818,0.16373,0.38447,2018,1.28216603702126,1.11459331332806,9.018
103,Gabon,Sub-Saharan Africa,4.7583,6.28407,0.62841,62,0.49178,0.05361,0.11282,2018,-1.68804743568779,7.17665749439934,20.459
128,Georgia,Commonwealth of Independent States,4.3405,5.17439,0.51744,67,0.51823,0.06442,0.46992,2018,6.10344745087359,3.48481628679124,12.667
15,Germany,Western Europe,6.9647,8.12357,0.81236,72,0.80907,0.45768,0.61239,2018,0.832212527052548,1.87085953898291,3.384
108,Ghana,Sub-Saharan Africa,4.657,3.58823,0.35882,60,0.68812,0.35439,0.06293,2018,4.01895338314475,10.5684824952629,3.204
79,Greece,Western Europe,5.3579,6.99674,0.69967,72,0.18072,0.0,0.0973,2018,2.27195132202993,-0.234800451317412,19.179
30,Guatemala,Latin America and Caribbean,6.3819,4.73802,0.4738,66,0.83412,0.29922,0.15453,2018,1.69836306771796,1.27156078337083,2.283
140,Guinea,Sub-Saharan Africa,3.9641,2.08427,0.20843,58,0.54428,0.3104,0.20532,2018,3.68700873912611,7.05908442039132,4.835
148,Haiti,Latin America and Caribbean,3.582,1.90865,0.19087,59,0.03429,0.65657,0.22664,2018,0.326678559605597,6.5357588755091,13.934
72,Honduras,Latin America and Caribbean,5.504,3.75752,0.37575,67,0.63304,0.32935,0.16102,2018,1.96196872528638,1.94721691531043,5.648
69,Hungary,Central and Eastern Europe,5.62,7.10126,0.71013,69,0.35751,0.1016,0.04871,2018,5.82146361803679,4.84538395103071,3.667
4,Iceland,Western Europe,7.4952,8.14589,0.81459,73,0.93378,0.59112,0.30203,2018,1.89500633642427,3.10462416234259,2.704
133,India,South Asia,4.1898,4.37378,0.43738,64,0.74442,0.28815,0.20391,2018,5.29211971914722,3.88424027196663,7.652
96,Indonesia,Southeast Asia,5.0926,5.45189,0.54519,64,0.74282,0.80999,0.03858,2018,4.15930013909383,3.81832356943335,4.387
117,Iraq,Middle East and North Africa,4.4556,6.12391,0.61239,65,0.41918,0.24709,0.20703,2018,0.267762550620816,18.2039920993937,13.458
14,Ireland,Western Europe,6.9771,8.77826,0.87783,72,0.84746,0.51293,0.66923,2018,6.13694267880518,0.921717914808411,5.741
11,Israel,Middle East and North Africa,7.19,7.54265,0.75427,73,0.64053,0.43921,0.17875,2018,2.01931484013397,0.685240046772265,3.917
47,Italy,Western Europe,6.0004,7.66585,0.76659,74,0.38789,0.2285,0.06226,2018,0.581227670101029,1.07058151640653,10.538
56,Jamaica,Latin America and Caribbean,5.8898,4.96379,0.49638,68,0.79405,0.16111,0.06848,2018,2.35833186418979,4.90856937919466,5.47
54,Japan,East Asia,5.915,7.8482,0.78482,75,0.76331,0.13154,0.32754,2018,0.771168471505248,-0.0002375064599675,2.467
90,Jordan,Middle East and North Africa,5.1607,4.98216,0.49822,67,0.64574,0.21729,0.29362,2018,-0.302781677584093,2.27304680591043,18.257
60,Kazakhstan,Commonwealth of Independent States,5.7901,6.92895,0.6929,67,0.62611,0.24699,0.26414,2018,2.5560669084423,9.20560599766662,4.85
124,Kenya,Sub-Saharan Africa,4.4097,2.98993,0.29899,63,0.69526,0.58984,0.12066,2018,3.52404781491717,4.21502841459056,4.284
45,Kuwait,Middle East and North Africa,6.0834,8.93673,0.89367,68,0.76508,0.28009,0.23236,2018,-1.26570110779524,11.2991701077361,2.202
53,Latvia,Western Europe,5.9331,6.96159,0.69616,68,0.50098,0.15337,0.14516,2018,5.12560422080688,3.74027873968454,7.412
88,Lebanon,Middle East and North Africa,5.1989,5.84904,0.5849,70,0.40257,0.31214,0.07353,2018,1.00112836973221,5.52248710107466,10.755
141,Lesotho,Sub-Saharan Africa,3.8082,2.86516,0.28652,55,0.58379,0.19347,0.24401,2018,-2.67593907523207,11.7230687269439,16.614
149,Liberia,Sub-Saharan Africa,3.4954,0.45922,0.04592,59,0.57819,0.34407,0.0657,2018,-0.802290167584516,-0.209872797387817,3.058
70,Libya,Middle East and North Africa,5.5657,5.97401,0.5974,65,0.68453,0.19333,0.32432,2018,6.20327204937865,3.59757389264269,18.865
50,Lithuania,Western Europe,5.9519,7.25776,0.72578,69,0.48291,0.04378,0.01391,2018,5.79066548228593,3.59301167619761,6.147
17,Luxembourg,Western Europe,6.9099,9.55748,0.95575,73,0.87238,0.32808,0.70243,2018,-0.329840314332458,1.83958806564863,5.589
143,Madagascar,Sub-Saharan Africa,3.7736,1.59086,0.15909,62,0.30514,0.25867,0.10621,2018,0.542519018708518,8.29799331094843,2.303
147,Malawi,Sub-Saharan Africa,3.5868,1.12839,0.11284,60,0.73231,0.35196,0.17561,2018,1.60299745635619,6.15234698561271,5.021
35,Malaysia,Southeast Asia,6.3221,7.04231,0.70423,68,0.4916,0.52117,0.12945,2018,3.07401779071937,0.624674674586643,3.3
118,Mali,Sub-Saharan Africa,4.447,2.24252,0.22425,56,0.50698,0.23319,0.12232,2018,1.64097526491582,1.47979493682018,1.62
22,Malta,Western Europe,6.6266,7.7026,0.77026,72,0.89076,0.62889,0.31128,2018,3.46851614170217,1.79830446552162,3.956
126,Mauritania,Middle East and North Africa,4.3555,3.37786,0.33779,59,0.17742,0.22454,0.20422,2018,1.70257047246483,4.55445732510799,10.411
55,Mauritius,Sub-Saharan Africa,5.8915,6.6107,0.66107,68,0.80596,0.41003,0.10917,2018,3.9500354872734,1.84380478562419,6.426
24,Mexico,Latin America and Caribbean,6.4882,6.29594,0.62959,70,0.66142,0.11494,0.20724,2018,1.01136621686764,5.20449997881845,3.275
67,Moldova,Central and Eastern Europe,5.6397,3.98173,0.39817,67,0.32046,0.28607,0.00071,2018,5.92036718190722,3.21103213223728,1.239
94,Mongolia,East Asia,5.1246,5.54363,0.55436,66,0.5454,0.42312,0.0694,2018,5.75427016552706,7.96061586470999,5.377
81,Montenegro,Central and Eastern Europe,5.3475,6.16886,0.61689,69,0.35787,0.18644,0.17823,2018,4.65668340285264,3.30394789225497,15.19
85,Morocco,Middle East and North Africa,5.2537,4.72266,0.47227,68,0.6351,0.04417,0.1625,2018,1.91410663270995,0.939181637531973,9.272
123,Mozambique,Sub-Saharan Africa,4.4166,1.20071,0.12007,57,0.73276,0.34411,0.34628,2018,0.445674338631605,3.7951186149991,4.21
130,Myanmar,Southeast Asia,4.3078,4.13651,0.41365,62,0.80008,1.0,0.38965,2018,5.50179746363222,5.34109463991011,0.767
119,Namibia,Sub-Saharan Africa,4.4413,5.29893,0.52989,61,0.71678,0.08472,0.14045,2018,-1.70342664632669,4.42848894081101,19.877
101,Nepal,South Asia,4.8804,2.57953,0.25795,65,0.72622,0.50541,0.17043,2018,7.36009731523737,4.3558584680418,10.593
6,Netherlands,Western Europe,7.4413,8.25267,0.82527,72,0.88072,0.55786,0.64467,2018,1.66335743670078,2.53340289331616,3.832
8,New Zealand,North America and ANZ,7.3238,7.68935,0.76894,72,0.92324,0.61109,0.85091,2018,1.6336762235868,1.76017501884719,4.335
41,Nicaragua,Latin America and Caribbean,6.141,4.05262,0.40526,68,0.72707,0.34752,0.28115,2018,-4.62941675714166,2.65825855086592,5.2
134,Niger,Sub-Saharan Africa,4.1655,0.79653,0.07965,58,0.53802,0.29345,0.21643,2018,3.57478885227313,2.40368624331715,0.536
91,Nigeria,Sub-Saharan Africa,5.1554,4.17888,0.41789,54,0.6375,0.33643,0.06948,2018,-0.406836852099559,10.2284850865892,5.069
2,Norway,Western Europe,7.5937,8.82704,0.8827,72,0.94747,0.478,0.74335,2018,0.165560788690883,6.74292460193486,3.801
75,Pakistan,South Asia,5.4725,3.95645,0.39565,62,0.4615,0.3616,0.24792,2018,4.44201942237108,3.84178663274797,4.083
27,Panama,Latin America and Caribbean,6.43,6.74448,0.67445,70,0.82386,0.20836,0.13806,2018,2.19399066127643,0.700536824929372,5.161
64,Paraguay,Latin America and Caribbean,5.6806,5.06096,0.5061,66,0.74611,0.27112,0.16204,2018,1.77964425721512,1.9602481984208,6.217
65,Peru,Latin America and Caribbean,5.6632,5.66092,0.56609,68,0.73153,0.15321,0.07477,2018,2.1018453903506,2.27741531762133,3.492
71,Philippines,Southeast Asia,5.5241,4.70173,0.47017,64,0.88732,0.20069,0.23016,2018,5.03429067114457,3.74065383022071,2.338
42,Poland,Central and Eastern Europe,6.123,7.12858,0.71286,70,0.75327,0.18002,0.13975,2018,6.24607110540019,1.22699825174134,3.835
77,Portugal,Western Europe,5.4104,7.20119,0.72012,72,0.77578,0.09189,0.03637,2018,3.11123658697107,1.85237145416053,6.966
32,Qatar,Middle East and North Africa,6.3745,10.0,1.0,69,0.90279,0.42923,0.37321,2018,-0.134744639831709,12.4145401870565,0.11
52,Romania,Central and Eastern Europe,5.9452,6.76524,0.67652,69,0.72814,0.14652,0.00151,2018,6.01553045118388,6.18205429510977,4.187
151,Rwanda,Sub-Saharan Africa,3.4081,2.01526,0.20153,62,0.87775,0.3342,0.97269,2018,6.03177996523696,-0.603329019206939,10.759
33,Saudi Arabia,Middle East and North Africa,6.3709,8.36094,0.83609,67,0.70251,0.16457,0.27756,2018,5.89707730206987,15.8625882829175,6.029
109,Senegal,Sub-Saharan Africa,4.6311,2.60092,0.26009,62,0.55978,0.23093,0.17972,2018,3.27615846996514,-0.839644464738328,3.453
78,Serbia,Central and Eastern Europe,5.3982,5.91065,0.59107,68,0.39734,0.22387,0.09388,2018,5.22266888313776,1.99999940277962,12.733
113,Sierra Leone,Sub-Saharan Africa,4.5706,1.55335,0.15534,53,0.49026,0.39865,0.11603,2018,0.50674429876733,16.0207318007809,3.192
34,Singapore,Southeast Asia,6.3432,9.27376,0.92738,75,0.87145,0.43746,1.0,2018,2.96719699276471,3.60726256505623,3.613
51,Slovenia,Central and Eastern Europe,5.9476,7.39238,0.73924,72,0.87363,0.26741,0.1115,2018,4.00130649890984,2.18095370305853,5.108
105,South Africa,Sub-Saharan Africa,4.724,5.69972,0.56997,60,0.71291,0.17297,0.12199,2018,-0.1374850396532,3.99329508509443,26.906
36,Spain,Western Europe,6.3099,7.58504,0.7585,74,0.61954,0.23689,0.16155,2018,1.93406292039191,1.18735470237598,15.255
116,Sri Lanka,South Asia,4.4706,5.56592,0.55659,68,0.80765,0.51444,0.10982,2018,1.28556702964238,4.29530619257301,4.318
137,Sudan,Middle East and North Africa,4.1387,3.66889,0.36689,60,0.02241,0.22408,0.1789,2018,-6.01716755998106,55.9753254437569,12.347
9,Sweden,Western Europe,7.3145,8.2195,0.82195,73,0.91018,0.47638,0.83859,2018,0.594886136077946,2.61445551998212,6.365
5,Switzerland,Western Europe,7.4873,8.60934,0.86093,73,0.9107,0.42761,0.78053,2018,2.10552471989985,0.764289197397133,4.713
80,Tajikistan,Commonwealth of Independent States,5.3525,2.87522,0.28752,66,0.69498,0.35825,0.2966,2018,5.04059320866072,2.49222755648458,7.028
153,Tanzania,Sub-Saharan Africa,3.3035,2.75833,0.27583,61,0.66382,0.45189,0.2127,2018,2.24213027557943,3.00757512141629,1.792
46,Thailand,Southeast Asia,6.0723,6.16091,0.61609,69,0.87972,0.60841,0.06378,2018,3.90762624173355,1.42858616420727,0.765
139,Togo,Sub-Saharan Africa,3.9985,1.57278,0.15728,58,0.59922,0.26475,0.22031,2018,2.23660975297031,0.452907938254626,2.9
111,Tunisia,Middle East and North Africa,4.5924,5.4561,0.54561,68,0.37338,0.06729,0.1373,2018,1.60391587948506,7.94355494124699,15.459
68,Turkmenistan,Commonwealth of Independent States,5.6362,6.1586,0.61586,64,0.57504,0.33316,0.08165,2018,3.83102484770528,1.21087594013873,4.036
135,Uganda,Sub-Saharan Africa,4.1608,1.95126,0.19513,58,0.62074,0.43413,0.13262,2018,2.75300382511665,4.44338527166425,3.249
138,Ukraine,Commonwealth of Independent States,4.1029,4.80881,0.48088,66,0.2244,0.31287,0.02504,2018,4.09937975447431,15.3985303514156,8.799
20,United Arab Emirates,Middle East and North Africa,6.7741,8.89677,0.88968,70,0.92458,0.47512,0.40621,2018,0.195794810557288,7.56770598898946,2.236
19,United Kingdom,Western Europe,6.8143,7.89125,0.78913,72,0.73525,0.59295,0.59538,2018,1.05651160071312,1.96276612181809,4.145
18,United States,North America and ANZ,6.886,8.47785,0.84778,71,0.75547,0.48629,0.292,2018,2.36444249943987,2.3830537225445,3.896
31,Uruguay,Latin America and Caribbean,6.3788,6.626,0.6626,70,0.86249,0.21691,0.33992,2018,-0.0151011267874139,7.52563139154017,8.336
44,Uzbekistan,Commonwealth of Independent States,6.0961,4.35917,0.43592,66,1.0,0.54854,0.56622,2018,3.7517684514097,25.8811586348977,5.392
125,Zambia,Sub-Saharan Africa,4.3771,3.41039,0.34104,59,0.69374,0.37046,0.17933,2018,0.9537337347912,7.41157094843257,5.032
144,Zimbabwe,Sub-Saharan Africa,3.6923,2.16659,0.21666,58,0.56038,0.22083,0.21651,2018,3.45954562738599,3.55405561951902,6.788
1,Finland,Western Europe,7.7689,7.95824,0.9776,76,0.944,0.26989,0.86796,2019,1.23812097519217,1.48185903627636,6.695
2,Denmark,Western Europe,7.6001,8.21474,0.96855,76,0.93839,0.44593,0.90675,2019,1.34779245340653,0.950878606508979,5.018
3,Norway,Western Europe,7.5539,8.83423,0.97407,77,0.95605,0.47948,0.75302,2019,0.44339856309783,-0.548437002455742,3.684
4,Iceland,Western Europe,7.4936,8.19529,1.0,77,0.93609,0.62627,0.26062,2019,-1.06147502015334,4.83678914866579,3.507
5,Netherlands,Western Europe,7.4876,8.28945,0.93733,76,0.8825,0.56986,0.65824,2019,1.63214291771632,3.02788370008784,3.379
6,Switzerland,Western Europe,7.4802,8.6233,0.94003,77,0.90538,0.46563,0.75685,2019,0.423089633793808,-0.103895024279751,4.394
7,Sweden,Western Europe,7.3433,8.23337,0.91603,76,0.90998,0.47192,0.82442,2019,1.57332206499805,2.42588744842773,6.833
8,New Zealand,North America and ANZ,7.3075,7.73464,0.95909,77,0.92697,0.58294,0.84005,2019,0.882643007578949,3.13993057446164,4.109
9,Canada,North America and ANZ,7.2781,8.10463,0.92676,77,0.92508,0.50373,0.68047,2019,0.429657601305934,1.54607073393581,5.69
10,Austria,Western Europe,7.246,8.16785,0.90858,76,0.8429,0.43046,0.49973,2019,1.30350317565873,1.47368502823586,4.56
11,Australia,North America and ANZ,7.228,8.14412,0.95338,77,0.88265,0.58596,0.64054,2019,0.695209563773375,3.47660031414854,5.143
12,Costa Rica,Latin America and Caribbean,7.1674,6.14128,0.88758,76,0.88402,0.2552,0.20648,2019,1.56255641347028,2.56679211746589,10.807
13,Israel,Middle East and North Africa,7.1387,7.57582,0.89591,77,0.58706,0.46211,0.18141,2019,1.74945844686911,1.91640078439251,3.731
14,Luxembourg,Western Europe,7.0903,9.55268,0.91079,76,0.83353,0.34339,0.69738,2019,0.752174049392224,0.916370421543562,5.592
15,United Kingdom,Western Europe,7.0537,7.91495,0.94699,76,0.71212,0.61547,0.61322,2019,0.736576132017404,2.46133048824501,3.657
16,Ireland,Western Europe,7.0211,8.90223,0.95665,76,0.81683,0.52711,0.68534,2019,3.31840085150145,3.39701463997982,4.95
17,Germany,Western Europe,6.985,8.15021,0.8955,76,0.7846,0.46211,0.58535,2019,0.750266426253219,2.00929122727773,3.163
18,Belgium,Western Europe,6.923,8.04987,0.9265,76,0.74861,0.28242,0.46316,2019,1.89071932044187,1.85424076568934,5.364
19,United States,North America and ANZ,6.8923,8.50777,0.89757,74,0.71946,0.49468,0.28217,2019,2.05676590328193,1.50677251688072,3.669
21,United Arab Emirates,Middle East and North Africa,6.8245,8.92248,0.80668,73,0.94804,0.46355,0.40133,2019,0.209030520233554,-2.74226666327483,2.331
22,Malta,Western Europe,6.7256,7.71893,0.93597,76,0.89394,0.66334,0.33295,2019,-0.0478838227421505,2.50605910509279,4.08
23,Mexico,Latin America and Caribbean,6.5945,6.35232,0.81488,74,0.68613,0.12998,0.16061,2019,-1.33462176883367,4.31901022798927,3.477
24,France,Western Europe,6.5921,7.86139,0.90663,77,0.68998,0.19634,0.40467,2019,1.68870844116209,1.21052308336793,8.415
26,Chile,Latin America and Caribbean,6.444,6.88166,0.84301,75,0.56489,0.32981,0.12394,2019,-0.962096016030856,2.56778721379496,7.493
27,Guatemala,Latin America and Caribbean,6.4362,4.75186,0.78187,71,0.84722,0.30948,0.17194,2019,2.44813633260803,3.56581624580163,2.193
28,Saudi Arabia,Middle East and North Africa,6.3747,8.33026,0.83549,72,0.69496,0.14206,0.29172,2019,2.09953683085793,-1.36673070628761,5.636
29,Qatar,Middle East and North Africa,6.3745,10.0,0.80871,74,0.8797,0.38824,0.36785,2019,-1.52202223094245,-4.45595119987789,0.1
30,Spain,Western Europe,6.3541,7.63488,0.91426,77,0.57362,0.27022,0.17355,2019,1.23303741249605,1.42867123652391,14.104
31,Panama,Latin America and Caribbean,6.3213,6.82503,0.88785,75,0.8169,0.19227,0.11992,2019,1.47570139893878,0.538350713205091,6.256
32,Brazil,Latin America and Caribbean,6.2998,5.96248,0.88621,72,0.61761,0.17536,0.18922,2019,0.562970836695342,4.22425886378237,11.936
33,Uruguay,Latin America and Caribbean,6.2933,6.6764,0.90209,74,0.82773,0.22358,0.33236,2019,0.848968097010115,8.25631097039718,8.836
34,Singapore,Southeast Asia,6.262,9.33188,0.90119,79,0.88089,0.47822,1.0,2019,0.15539750940367,-0.424898726497446,3.1
35,El Salvador,Latin America and Caribbean,6.2531,4.71618,0.7647,72,0.68144,0.16451,0.1643,2019,2.39613321946494,0.848014701105342,4.17
36,Italy,Western Europe,6.2234,7.68618,0.91647,77,0.3656,0.27917,0.06596,2019,1.13464411867925,1.04700690430435,9.884
37,Bahrain,Middle East and North Africa,6.1994,8.08631,0.84227,74,0.84863,0.45063,0.24331,2019,3.38274086937953,0.164802199458762,1.217
39,Trinidad and Tobago,Latin America and Caribbean,6.1919,7.30693,0.90947,71,0.77533,0.32741,0.03457,2019,0.114767755861862,-2.39207247022343,3.523
40,Poland,Central and Eastern Europe,6.1817,7.16074,0.88595,74,0.76476,0.20633,0.11154,2019,4.60600727341085,3.02644690867653,3.267
41,Uzbekistan,Commonwealth of Independent States,6.1741,4.42445,0.94177,72,1.0,0.56928,0.52985,2019,4.86486140745366,17.5760106233679,4.936
42,Lithuania,Western Europe,6.149,7.35239,0.93325,73,0.46163,0.07536,0.09236,2019,4.97938353929399,2.37586014042606,6.255
43,Colombia,Latin America and Caribbean,6.1248,5.85077,0.86822,73,0.744,0.17434,0.07539,2019,1.36014067984289,4.00262054293638,10.28
44,Slovenia,Central and Eastern Europe,6.1177,7.46925,0.9381,75,0.8933,0.25499,0.12641,2019,2.78704541391961,2.33858654999968,4.446
45,Nicaragua,Latin America and Caribbean,6.105,4.12021,0.81577,73,0.68852,0.35259,0.28139,2019,-4.14856907147293,5.39538672821082,5.457
47,Argentina,Latin America and Caribbean,6.0863,6.48132,0.88166,74,0.74557,0.1165,0.10978,2019,-2.69506723533574,49.1955790596612,9.843
48,Romania,Central and Eastern Europe,6.0697,6.89896,0.75848,73,0.73214,0.14604,0.01056,2019,4.50941296110349,6.96708718391783,3.912
49,Cyprus,,6.0458,7.50051,0.75329,77,0.64287,0.33664,0.08973,2019,4.46826562163456,1.35008643696904,7.155
50,Ecuador,Latin America and Caribbean,6.0276,5.41414,0.80812,74,0.78813,0.2231,0.19277,2019,-1.51253154807527,-0.0565742583910378,3.812
51,Kuwait,Middle East and North Africa,6.0207,8.90841,0.8123,73,0.78065,0.25036,0.21516,2019,-0.471027490632153,-0.110446283802503,2.213
52,Thailand,Southeast Asia,6.008,6.23303,0.86769,73,0.88265,0.63442,0.06184,2019,1.90583495758329,1.01442340642497,0.716
53,Latvia,Western Europe,5.9397,7.04728,0.90211,73,0.41886,0.13241,0.14108,2019,1.37774612596324,4.31638188410186,6.312
55,Estonia,Western Europe,5.8935,7.34417,0.94099,74,0.78441,0.18213,0.35525,2019,3.3419636171697,3.8226798680774,4.514
